,metabolite,degrading,producing
1042,HMDB0012329,[],['CYP26A1']
1043,HMDB0006220,['CYP26A1'],[]
1044,HMDB0003450,[],"['CYP2C9', 'CYP2C19']"
1045,HMDB0003634,[],"['CYP2C9', 'CYP2C19']"
1046,HMDB0003667,[],"['CYP2C9', 'CYP2C19']"
1047,HMDB0006408,[],['CYP2C9']
1048,HMDB0003069,[],"['AKR1C1', 'SLC19A1']"
1049,HMDB0011154,[],['ENPP2']
1050,HMDB0000946,"['SULT2A1', 'ABCC2', 'ABCC4', 'ABCC3', 'ABCB11']","['SLCO1A2', 'SLCO1B3', 'SLCO1B1', 'SLC10A1', 'SLC10A2', 'SLC51A', 'SLC51B']"
1051,HMDB0000036,"['SULT2A1', 'ABCC3', 'ABCB11', 'ABCC11', 'SLC51B', 'ABCC4', 'SLC51A']","['SLCO1A2', 'SLCO1B3', 'SLCO1B1', 'SLC10A1', 'SLC10A2', 'ABCA8', 'SLCO4A1', 'SLC7A9']"
1052,HMDB0015256,['CYP2C9'],[]
1053,HMDB0001913,['CYP2C19'],[]
1054,HMDB0004866,"['TMPPE', 'B4GALNT1', 'ST3GAL5', 'A4GALT']","['B3GNT4', 'FUT11', 'NEU1', 'B3GNT8', 'NEU3', 'GLA', 'STT3A', 'PIGM', 'PIGB', 'GLB1L', 'HEXA', 'B4GALT6', 'B4GALT5', 'B3GNT9', 'ALG1L2', 'A4GNT', 'B4GALT1', 'UGGT1', 'B3GNT6', 'POMGNT1', 'GLT8D1', 'FUT9', 'HEXB', 'B4GALT7', 'B3GNT7', 'FUT7', 'B3GNT5', 'GLT8D2', 'B3GNT2', 'OGT', 'B3GALT5', 'B4GALT2', 'B3GALT2', 'FUT10', 'NEU2', 'B4GALNT3', 'B4GALNT4', 'GCNT7', 'B3GALNT2', 'B4GALNT2', 'MGAT5B', 'FUT4', 'PIGZ', 'GALNT7', 'B3GNT3', 'B4GALT4', 'B4GALT3', 'GLB1', 'STT3B', 'B3GALT1', 'HEXD', 'LCT', 'PIGV', 'NEU4', 'B3GLCT', 'UGGT2', 'B3GNTL1', 'GBGT1', 'GLT6D1']"
1055,HMDB0003945,"['GPAT3', 'EHHADH', 'HADHA', 'SOAT2', 'ACADS', 'ECHS1', 'ECI2', 'SOAT1', 'ECI1', 'GPAT4']","['ACSL3', 'ACSL5', 'ACSL6', 'ACADVL', 'ACADM', 'ACSL4', 'ACSL1', 'ACOX3', 'ACAD9', 'ACSBG2', 'SLC27A2', 'ACOX1', 'ACADL']"
1056,HMDB0006292,"['BAAT', 'ACOT7', 'ACOT1', 'ACOT6', 'ACOT2', 'ACOT4', 'ACAA2', 'HADHB']","['SCP2', 'ACAA1', 'MYO5B', 'ACOT8']"
1057,HMDB0002917,"['MECR', 'PECR', 'SORD']",[]
1058,HMDB0000751,[],"['MECR', 'PECR']"
1059,HMDB0000732,"['KYAT3', 'KYNU', 'KYAT1', 'AADAT', 'DDC']",['SLC7A5']
1060,HMDB0004080,['FAAH2'],['FAAH']
1061,HMDB0000754,['UGT1A1'],"['ALOXE3', 'ALOX12B', 'IDO2']"
1062,HMDB0001434,[],"['TOMT', 'COMT']"
1063,HMDB0001896,[],"['TOMT', 'COMT', 'SLC22A6', 'SLC22A8']"
1064,HMDB0003892,[],"['TOMT', 'COMT', 'SLC29A4', 'SLC22A2']"
1065,HMDB0003633,"['METTL2B', 'HEMK1', 'METTL6', 'BUD23']","['TOMT', 'INMT', 'COMT']"
1066,HMDB0005199,"['TOMT', 'COMT']",['SLC22A2']
1067,HMDB0001855,"['TOMT', 'COMT']","['SLC22A6', 'SLC22A8']"
1068,HMDB0000714,"['TOMT', 'COMT']",['GLYAT']
1069,HMDB0002095,[],"['SLC25A20', 'SLC22A4', 'SLC22A9', 'SLC22A1', 'SLC25A29']"
1070,HMDB0003426,"['PANK3', 'PANK4', 'PANK1', 'PANK2']","['SYCE2', 'GCDH']"
1071,HMDB0000708,"['SULT2A1', 'ABCC11', 'ABCB11', 'ABCC3']","['BAAT', 'SLC10A1', 'SLC10A2', 'SLCO1B3', 'SLCO1A2']"
1072,HMDB0000462,[],['URAD']
1073,HMDB0006078,[],"['ALDH8A1', 'FAR2', 'FAR1']"
1074,HMDB0006009,[],"['ALDH8A1', 'FAR2', 'FAR1']"
1075,HMDB0000202,['ALDH6A1'],[]
1076,HMDB0002092,[],['ACOD1']
1077,HMDB0000524,['CYP27A1'],['CYP3A4']
1078,HMDB0002208,"['ABCC3', 'ABCB11', 'ABCC11']",['CYP27A1']
1079,HMDB0000601,"['ALDH2', 'ALDH7A1', 'ALDH1B1', 'ABCC11', 'ABCB11', 'ABCC3']","['CYP27A1', 'SLC10A1', 'ABCD3', 'SLC27A5', 'SLC27A2']"
1080,HMDB0001451,['LIPT1'],['SLC5A6']
1081,HMDB0005082,[],['ALOX5']
1082,HMDB0000896,"['SULT2A1', 'ABCC11', 'ABCB11', 'ABCC3']",[]
1083,HMDB0000201,[],"['SLC25A29', 'SLC25A20', 'SLC22A5']"
1084,HMDB0002666,[],"['NTPCR', 'SLC19A1']"
1085,HMDB0003976,[],['ALG5']
1086,HMDB0006483,['DDO'],"['SLC1A7', 'SLC1A3', 'SLC1A2', 'SLC1A6', 'SLC1A1']"
1087,HMDB0000192,['CTH'],"['SLC3A2', 'SLC3A1', 'SLC7A9', 'SLC7A11', 'SLC7A6']"
1088,HMDB0003585,[],['CTH']
1089,HMDB0001259,['LDHA'],"['ADHFE1', 'AKR7A2']"
1090,HMDB0011615,"['NUDT15', 'NUDT1']",[]
1091,HMDB0011670,[],"['NUDT15', 'NUDT18', 'NUDT5', 'NUDT1']"
1092,HMDB0060454,['DSE'],[]
1093,HMDB0060470,[],['DSE']
1094,HMDB0000010,"['UGT1A10', 'UGT1A5', 'UGT2A3', 'UGT2B15', 'UGT1A3', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4', 'ABCB1']",[]
1095,HMDB0001072,"['MT-ND4', 'MT-ND4L', 'NDUFS8', 'NDUFS3', 'NDUFV2', 'NDUFS1', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'SDHA', 'ETFDH', 'NDUFS7', 'NDUFV1', 'SDHB', 'NDUFS2', 'MT-ND5']",[]
1096,HMDB0060387,[],"['GSTA1', 'MGST3', 'GSTA2', 'GSTM4', 'GSTO1', 'MGST2', 'GSTK1', 'GSTA3', 'GSTM1', 'GSTM2', 'GSTT1', 'MGST1', 'GSTM5', 'GSTO2', 'GSTP1', 'GSTM3', 'GSTA5', 'GSTA4', 'GSTT2B']"
1097,HMDB0002985,"['BPNT2', 'IMPA2', 'IMPA1']","['MTM1', 'GDPD2']"
1098,HMDB0000996,"['GAD2', 'GOT2', 'GOT1', 'CSAD', 'GAD1']",['CDO1']
1099,HMDB0006709,"['MT-ND4', 'MT-ND4L', 'SDHD', 'MT-ND2', 'SDHC', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'SDHA', 'SDHB', 'MT-ND5']",['COQ3']
1100,HMDB0001304,"['MT-ND4', 'MT-ND4L', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5']","['SDHD', 'SDHC', 'SDHA', 'SDHB']"
1101,HMDB0060416,"['IMPDH2', 'IMPDH1', 'TPMT']","['HPRT1', 'ITPA']"
1102,HMDB0060418,['GMPS'],"['IMPDH2', 'IMPDH1']"
1103,HMDB0011618,['RETSAT'],[]
1104,HMDB0006247,"['CH25H', 'CYP7B1']",[]
1105,HMDB0011632,['SORD'],[]
1106,HMDB0000405,"['UGT1A5', 'UGT1A10', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4', 'ABCB1']",[]
1107,HMDB0004482,[],"['UGT1A5', 'UGT1A10', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
1108,HMDB0001547,"['CYP11B1', 'HSD11B1', 'CYP21A2', 'CYP11B2']",[]
1109,HMDB0006762,"['CYP11B1', 'CYP11B2']","['HSD3B1', 'HSD3B2', 'CYP21A2']"
1110,HMDB0060015,[],"['SULT1A2', 'SULT1A1']"
1111,HMDB0000228,"['SULT1A2', 'UGT1A1', 'SULT1A1']",['CES1']
1112,HMDB0060500,"['AK3', 'NTPCR', 'DCK']",[]
1113,HMDB0059599,['ADPRM'],[]
1114,HMDB0006765,[],"['UGT1A10', 'UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
1115,HMDB0000781,"['HYAL1', 'HYAL3', 'SPAM1', 'HYAL4', 'HYAL2']",[]
1116,HMDB0060433,"['ADH6', 'ALDH1A3', 'GSTA1', 'MGST3', 'GSTA2', 'GSTM4', 'ADH7', 'GSTO1', 'ADH1B', 'MGST2', 'GSTK1', 'GSTA3', 'GSTM1', 'ADH4', 'GSTM2', 'ADH1A', 'GSTT1', 'MGST1', 'ADH5', 'GSTM5', 'GSTO2', 'GSTP1', 'ALDH3B2', 'GSTM3', 'ADH1C', 'GSTA5', 'ALDH3B1', 'ALDH3A1', 'GSTA4', 'GSTT2B']",[]
1117,HMDB0060432,[],"['ADH6', 'ADH7', 'ADH1B', 'ADH4', 'ADH1A', 'ADH5', 'ADH1C']"
1118,HMDB0060351,"['ADH6', 'ADH7', 'ADH1B', 'ADH4', 'ADH1A', 'ADH5', 'ADH1C']",[]
1119,HMDB0060366,"['ALDH1A3', 'ALDH3B2', 'ALDH3B1', 'ALDH3A1']","['ADH6', 'ADH7', 'ADH1B', 'ADH4', 'ADH1A', 'ADH5', 'ADH1C']"
1120,HMDB0060389,"['ADH6', 'ADH7', 'ADH1B', 'ADH4', 'ADH1A', 'ADH5', 'ADH1C']",[]
1121,HMDB0060400,[],"['ADH6', 'ADH7', 'ADH1B', 'ADH4', 'ADH1A', 'ADH5', 'ADH1C']"
1122,HMDB0060513,[],"['FMO4', 'FMO2', 'FMO1', 'FMO3', 'FMO5']"
1123,HMDB0003876,[],"['GPX7', 'GPX6', 'GPX3', 'GPX1', 'GPX2', 'GPX5']"
1124,HMDB0001167,[],"['AKR1B1', 'AOC2', 'AOC3', 'MAOB', 'GLO1', 'AKR1B10', 'MAOA', 'GRHPR']"
1125,HMDB0003345,"['ADPGK', 'GBA3', 'AGL', 'HK2', 'HK1', 'GCK', 'GALM', 'HK3', 'HKDC1']","['AKR1B1', 'GANC', 'SI', 'G6PC2', 'TREH', 'G6PC1', 'AKR1B10', 'MGAM', 'LCT', 'GAA', 'GLB1']"
1126,HMDB0003449,"['AKR1B1', 'GALK2', 'GALK1', 'GALC', 'AKR1B10']","['GLA', 'LCT', 'GLB1']"
1127,HMDB0014813,"['FMO4', 'FMO2', 'FMO1', 'FMO3', 'FMO5']",[]
1128,HMDB0001351,['PGM2'],"['TYMP', 'PNP']"
1129,HMDB0001466,[],"['FMO4', 'FMO2', 'FMO1', 'FMO3', 'FMO5', 'FMO6P']"
1130,HMDB0060406,['TYMP'],['CDA']
1131,HMDB0014684,"['UPP1', 'DPYD', 'UPP2', 'UMPS']",['TYMP']
1132,HMDB0060393,[],['TYMP']
1133,HMDB0014467,"['TK2', 'TK1']",['TYMP']
1134,HMDB0001020,"['FMO4', 'FMO2', 'FMO1', 'FMO3', 'FMO5', 'FMO6P']",[]
1135,HMDB0000807,"['PGK2', 'PGK1', 'PHGDH']","['PGM2L1', 'GLYCTK', 'ACYP1', 'ACYP2', 'PGAM1', 'PGAM2', 'PGAM4', 'BPGM']"
1136,HMDB0060390,"['PON3', 'PON2', 'PON1']",[]
1137,HMDB0012209,[],"['PON3', 'PON2', 'PON1']"
1138,HMDB0060522,"['GALNT14', 'GALNT13', 'B4GALNT3', 'GALNT12', 'GALNT4', 'GALNT9', 'B4GALNT4', 'GALNT6', 'GALNT11', 'B3GALNT1', 'GALNT17', 'CHSY3', 'GALNT1', 'GALNT3', 'GALNT18', 'GALNT2', 'GALNT5', 'GALNT15', 'CHPF', 'CHSY1', 'B4GALNT1', 'GALNT10', 'GALNTL6', 'GALNT16', 'GALNT8']",['UAP1']
1139,HMDB0001460,[],"['PON3', 'PON2', 'PON1']"
1140,HMDB0001355,"['PON3', 'PON2', 'PON1']",[]
1141,HMDB0013035,"['PON3', 'PON2', 'PON1']",[]
1142,HMDB0060299,[],"['MGST3', 'GSTA1', 'GSTA2', 'GSTO1', 'GSTM4', 'MGST2', 'GSTA3', 'GSTK1', 'GSTM1', 'GSTM2', 'GSTT1', 'MGST1', 'GSTP1', 'GSTO2', 'GSTM5', 'GSTM3', 'GSTA5', 'GSTA4', 'GSTT2B']"
1143,HMDB0060396,"['UCK1', 'UCK2', 'UCKL1']","['UPP1', 'UPP2']"
1144,HMDB0001058,"['FBP2', 'ALDOB', 'ALDOC', 'ALDOA', 'FBP1']","['PFKL', 'PFKM', 'PFKP']"
1145,HMDB0059656,[],"['SIRT2', 'SIRT7', 'SIRT4', 'SIRT1', 'SIRT3', 'SIRT6']"
1146,HMDB0005176,"['DPM1', 'DPAGT1', 'ALG9', 'ALG3', 'ALG6', 'POMT2', 'POMT1', 'ALG12', 'ALG8', 'DPM2', 'DPM3', 'ALG5']","['ALG10B', 'ALG10', 'DOLK', 'DOLPP1']"
1147,HMDB0012218,[],['DPM1']
1148,HMDB0002434,"['TYR', 'UGT1A1']","['PON3', 'PON2', 'PON1']"
1149,HMDB0006236,"['ALDH1A3', 'ALDH3B2', 'ALDH3B1', 'ALDH3A1']","['AOC2', 'AOC3', 'MAOB', 'MAOA']"
1150,HMDB0060198,"['ACOT2', 'ACOT7', 'ACAA1', 'ACOT1', 'ACOT4']",[]
1151,HMDB0060415,['TPMT'],"['GMPS', 'HPRT1']"
1152,HMDB0000629,"['CHST7', 'CHST13', 'CHST11', 'CHST3', 'CHST12']",[]
1153,HMDB0060449,[],"['ALDH1A3', 'ALDH3B2', 'ALDH3B1', 'ALDH3A1']"
1154,HMDB0060453,[],"['CHST7', 'CHST3']"
1155,HMDB0060367,[],"['ALDH1A3', 'ALDH3B2', 'ALDH3B1', 'ALDH3A1']"
1156,HMDB0059660,"['TMEM86B', 'PLB1', 'PNPLA7', 'PNPLA6', 'LYPLA1']",[]
1157,HMDB0060490,[],"['KYAT1', 'KYAT3']"
1158,HMDB0004113,"['KYAT1', 'GGT6', 'SCLY', 'GGT5', 'KYAT3', 'GGT1', 'GGT7']",[]
1159,HMDB0000625,['IDNK'],['RGN']
1160,HMDB0011631,"['KYAT1', 'AADAT', 'KYNU', 'KYAT3']",['KMO']
1161,HMDB0001052,['HIBCH'],"['EHHADH', 'ECHS1', 'HADHA']"
1162,HMDB0003949,[],"['EHHADH', 'MECR', 'ACOX1', 'ACOX3', 'ECHS1', 'ACADM', 'HADHA', 'ACADL']"
1163,HMDB0003938,"['EHHADH', 'ECHS1', 'HADHA', 'HADH']",[]
1164,HMDB0006870,"['EHHADH', 'ECHS1', 'HADHA']",[]
1165,HMDB0001166,"['EHHADH', 'ECHS1', 'HADHA', 'HADH']",[]
1166,HMDB0060479,[],"['GSTA1', 'MGST3', 'GSTA2', 'GSTO1', 'GSTM4', 'MGST2', 'GSTA3', 'GSTK1', 'GSTM1', 'GSTM2', 'GSTT1', 'MGST1', 'GSTM5', 'GSTO2', 'GSTP1', 'GSTM3', 'GSTA5', 'GSTA4', 'GSTT2B']"
1167,HMDB0002217,"['ALDH9A1', 'ALDH2', 'ALDH1B1', 'ALDH6A1', 'ALDH3A2', 'ALDH7A1']","['EHHADH', 'ABAT', 'AOX1', 'HIBADH', 'HADH']"
1168,HMDB0012475,"['EHHADH', 'HADH']","['ECHS1', 'HADHA']"
1169,HMDB0060378,[],"['EHHADH', 'ACAA2', 'ACAA1', 'HADH', 'HADHB']"
1170,HMDB0011644,[],['CYP39A1']
1171,HMDB0003971,"['PFKL', 'TKTL1', 'PFKM', 'TKT', 'PFKP', 'TKTL2']","['PFKFB2', 'PFKFB4', 'PFKFB1', 'TALDO1', 'FBP2', 'TIGAR', 'HK2', 'PFKFB3', 'HK1', 'MPI', 'HK3', 'FBP1', 'GPI', 'HKDC1']"
1172,HMDB0011643,['CYP39A1'],[]
1173,HMDB0060489,"['TXNRD1', 'TXNRD3', 'TXNRD2']",[]
1174,HMDB0003712,"['EHHADH', 'ECI2', 'ECI1']","['MECR', 'ACOX1', 'ACOX3', 'ECHS1', 'ACADM', 'HADHA', 'ACADL']"
1175,HMDB0060498,[],"['UGT1A5', 'UGT2B15', 'UGT1A3', 'UGT1A10', 'UGT2A3', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
1176,HMDB0007788,"['AADAC', 'CEL', 'PNPLA4', 'LIPC', 'PNLIP', 'PNPLA3', 'LIPE', 'MOGAT2', 'LIPF', 'PNLIPRP2', 'MOGAT1', 'LPL', 'PNLIPRP3', 'PNPLA2', 'LIPG', 'MOGAT3']","['PLCH2', 'PLCZ1', 'PLCB3', 'PLCH1', 'PLCD4', 'PLCB4', 'PLCB2', 'PLCD1', 'PLCE1', 'PLCB1', 'PLCD3', 'PLCG2', 'PLCG1']"
1177,HMDB0041937,[],"['UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A10', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
1178,HMDB0004995,"['UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A10', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']",[]
1179,HMDB0060464,[],"['UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A10', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
1180,HMDB0014440,"['UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A10', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']",[]
1181,HMDB0041936,[],"['UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A10', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
1182,HMDB0060511,['GUSB'],"['UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A10', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']"
1183,HMDB0060510,"['UGT1A5', 'UGT2B15', 'UGT2A3', 'UGT1A3', 'UGT1A10', 'UGT1A1', 'UGT2B17', 'UGT1A7', 'UGT2B7', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT1A8', 'UGT1A9', 'UGT2B4', 'UGT2B11', 'UGT1A4']","['CES1', 'CES2', 'GUSB']"
1184,HMDB0060392,"['EHHADH', 'ECHS1', 'HADHA']",[]
1185,HMDB0060520,"['RRM1', 'RRM2', 'RRM2B']",[]
1186,HMDB0000820,['SULT2B1'],['CBR1']
1187,HMDB0001863,"['SULT2B1', 'UGT1A1']",[]
1188,HMDB0061927,"['SULT2B1', 'UGT1A1']",[]
1189,HMDB0013884,"['SULT2B1', 'UGT1A1']",[]
1190,HMDB0000956,"['SULT2B1', 'UGT1A1']",[]
1191,HMDB0062590,"['SULT2B1', 'UGT1A1']",[]
1192,HMDB0002937,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1193,HMDB0039427,"['SULT2B1', 'UGT1A1']",[]
1194,HMDB0060921,"['SULT2B1', 'UGT1A1']",[]
1195,HMDB0060565,"['SULT2B1', 'UGT1A1']",[]
1196,HMDB0003503,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1197,HMDB0035479,"['SULT2B1', 'UGT1A1']",[]
1198,HMDB0035464,"['SULT2B1', 'CES1', 'UGT1A1']",[]
1199,HMDB0041661,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1200,HMDB0035444,"['SULT2B1', 'UGT1A1']",[]
1201,HMDB0035435,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1202,HMDB0035426,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1203,HMDB0033462,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1204,HMDB0033538,"['SULT2B1', 'UGT1A1', 'SULT1A3']",['COMT']
1205,HMDB0033537,"['SULT2B1', 'UGT1A1', 'SULT1A3']",['COMT']
1206,HMDB0033571,"['SULT2B1', 'UGT1A1']",[]
1207,HMDB0000913,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1208,HMDB0000779,"['SULT2B1', 'UGT1A1']",[]
1209,HMDB0000563,"['SULT2B1', 'UGT1A1']",[]
1210,HMDB0002643,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1211,HMDB0033688,"['SULT2B1', 'UGT1A1']",[]
1212,HMDB0033663,"['SULT2B1', 'UGT1A1']",[]
1213,HMDB0033624,"['SULT2B1', 'UGT1A1']",[]
1214,HMDB0037408,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1215,HMDB0000536,['ADSL'],"['ADSS1', 'ADSS2']"
1216,HMDB0037501,"['SULT2B1', 'UGT1A1', 'SULT1A3']",['COMT']
1217,HMDB0031175,"['SULT2B1', 'UGT1A1']",[]
1218,HMDB0001542,[],"['B4GALT2', 'B4GALT4', 'B4GALT1', 'B4GALT3']"
1219,HMDB0000055,['GBA3'],[]
1220,HMDB0001517,"['APRT', 'ATIC']",['ADSL']
1221,HMDB0035504,"['SULT2B1', 'COMT', 'SULT1A3']",[]
1222,HMDB0000442,['ADHFE1'],[]
1223,HMDB0060521,"['RRM1', 'RRM2', 'RRM2B']",[]
1224,HMDB0000606,['D2HGDH'],['ADHFE1']
1225,HMDB0000710,"['ADHFE1', 'SULT2B1', 'AKR7A2', 'UGT1A1']",[]
1226,HMDB0001294,['MINPP1'],['PGAM4']
1227,HMDB0003391,['PGAM4'],['MINPP1']
1228,HMDB0041627,"['LCT', 'GLB1']","['B4GALT2', 'B4GALT1', 'LALBA']"
1229,HMDB0035527,"['SULT2B1', 'UGT1A1']",[]
1230,HMDB0060368,['CMBL'],[]
1231,HMDB0033014,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1232,HMDB0035227,"['SULT2B1', 'UGT1A1']",[]
1233,HMDB0060369,[],['CMBL']
1234,HMDB0060345,['CMBL'],[]
1235,HMDB0060346,[],['CMBL']
1236,HMDB0060361,[],['CMBL']
1237,HMDB0060360,['CMBL'],[]
1238,HMDB0060459,['CMBL'],[]
1239,HMDB0040609,"['SULT2B1', 'UGT1A1', 'GLYAT']",['CES1']
1240,HMDB0033038,"['SULT2B1', 'CES1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1241,HMDB0060348,[],['CMBL']
1242,HMDB0060503,['CMBL'],[]
1243,HMDB0060461,[],['CMBL']
1244,HMDB0060455,['CMBL'],[]
1245,HMDB0060347,[],['CMBL']
1246,HMDB0060364,['CMBL'],[]
1247,HMDB0060363,[],['CMBL']
1248,HMDB0060518,['CMBL'],[]
1249,HMDB0030124,"['SULT2B1', 'UGT1A1']",['CBR1']
1250,HMDB0001161,['BBOX1'],"['ALDH9A1', 'ALDH2', 'ALDH1B1', 'ALDH3A2', 'ALDH7A1']"
1251,HMDB0033422,"['SULT2B1', 'UGT1A1', 'SULT1A3']",['CES1']
1252,HMDB0032793,"['SULT2B1', 'CES1', 'UGT1A1', 'SULT1A3']",[]
1253,HMDB0032702,"['SULT2B1', 'UGT1A1']",[]
1254,HMDB0033962,"['SULT2B1', 'UGT1A1']",['CBR1']
1255,HMDB0003654,"['SULT2B1', 'UGT1A1', 'PRDX6', 'SULT1A3']",[]
1256,HMDB0029698,"['SULT2B1', 'UGT1A1']",[]
1257,HMDB0059654,"['DNPH1', 'DERA', 'RBKS']",['PGM2']
1258,HMDB0037687,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1259,HMDB0029478,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1260,HMDB0032905,"['SULT2B1', 'UGT1A1', 'SULT1A3']",['CES1']
1261,HMDB0029483,"['SULT2B1', 'UGT1A1']",['CES1']
1262,HMDB0032904,"['SULT2B1', 'CES1', 'UGT1A1', 'SULT1A3']",[]
1263,HMDB0033343,"['SULT2B1', 'ADH7', 'UGT1A1']",[]
1264,HMDB0041525,"['SULT2B1', 'UGT1A1']",[]
1265,HMDB0000241,[],"['PPOX', 'FECH']"
1266,HMDB0011653,"['AKR1C1', 'SLC27A5']","['ALDH9A1', 'ALDH2', 'ALDH1B1', 'CYP27A1', 'ALDH3A2', 'ALDH7A1']"
1267,HMDB0006804,[],"['ALDH9A1', 'ALDH2', 'ALDH1B1', 'ALDH3A2', 'ALDH7A1']"
1268,HMDB0006803,"['ALDH9A1', 'ALDH2', 'ALDH1B1', 'ALDH3A2', 'ALDH7A1']",[]
1269,HMDB0033271,"['SULT2B1', 'UGT1A1']",[]
1270,HMDB0033099,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1271,HMDB0033324,"['SULT2B1', 'UGT1A1', 'SULT1A3']",['COMT']
1272,HMDB0033323,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1273,HMDB0033321,"['SULT2B1', 'UGT1A1']",[]
1274,HMDB0033711,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1275,HMDB0033290,"['SULT2B1', 'CES1', 'UGT1A1']",[]
1276,HMDB0033274,"['SULT2B1', 'UGT1A1']",[]
1277,HMDB0037400,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1278,HMDB0059663,['URAD'],[]
1279,HMDB0059608,"['CYP2C19', 'CYP2C9']",[]
1280,HMDB0060473,[],['DPH6']
1281,HMDB0060474,['DPH6'],[]
1282,HMDB0003192,[],['APRT']
1283,HMDB0006928,['TM7SF2'],['CYP51A1']
1284,HMDB0000833,['CMAS'],[]
1285,HMDB0002923,['SI'],[]
1286,HMDB0001165,['CHST1'],[]
1287,HMDB0037402,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1288,HMDB0037411,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
